Validator Name,Validator Address,Stride Delegations,Live Delegations,Delegations Minus Stride,Commission,CEX,Active,Uptime,Governance,Eligibility,Reason,Current Weight,New Weight
Redelegate - Shutting down,comdexvaloper1qe8uuf5x69c526h4nzxwv4ltftr73v7q5dufl6,117366596347,2031175123656,1913808527309,5.00%,N,N,,,N,inactive,5.20%,
ZenChainLabs - Shutting Down - Pls Re-Delegate,comdexvaloper1flsq5dcypwrf6pjlr2vw0ws5ratv45dfysfv74,58314624076,1939149933036,1880835308960,5.00%,N,N,,,N,inactive,2.58%,
Consensus One,comdexvaloper1flh26y7f2vsam4a6snwgrqaxkhe0g2yljstdqm,0,1792417866751,1792417866751,5.00%,N,Y,,,Y,OK,0.00%,2.04%
Enigma,comdexvaloper14he9lxj0cd5qnwy0haa73sdw7jv5wn2lj7qp63,56198755365,1828634417482,1772435662117,10.00%,N,Y,,,Y,OK,2.49%,2.02%
Valid Blocks,comdexvaloper1l87lywr66ehhfuy3807nuwfjpmweyerdm8u602,0,1639194382556,1639194382556,7.00%,N,Y,,,Y,OK,0.00%,1.87%
Cosmostation,comdexvaloper1p0a674uq64mxfgxa2h75a6k7r86hjg7pefq4zy,116501013691,1629179215246,1512678201555,10.00%,N,Y,,,Y,OK,5.16%,1.72%
Mandragora,comdexvaloper1aqq8kugxxtaumkyaw47hsl6t2ads8758fd57kf,56775810467,1356734096800,1299958286333,10.00%,N,Y,,,Y,OK,2.52%,1.48%
ChainTools,comdexvaloper1z6a9p43svtkzf5efmy78tae7qqz8p8cctyj6yg,0,1211304827977,1211304827977,7.50%,N,Y,,,Y,OK,0.00%,1.38%
Chill Validation,comdexvaloper1qr7eckxg5zgsp40sdwr9qj2arfx5ftgpggl98t,0,1117539962729,1117539962729,10.00%,N,Y,,,Y,OK,0.00%,1.27%
"Shutting down, please redelegate",comdexvaloper1glgnuuckrkcvl90uk0ute8h0y4gdp5u8s0ahnt,73734818790,1129269739688,1055534920898,5.00%,N,N,,,N,inactive,3.27%,
Zenscape,comdexvaloper1gjcv70fqf4557g8uqsk83l82fccykx0ye43ul9,0,1019813407955,1019813407955,4.00%,N,Y,,,Y,OK,0.00%,1.16%
Finality,comdexvaloper1ej2es5fjztqjcd4pwa0zyvaevtjd2y5wh2dqrg,0,872977067598,872977067598,5.00%,N,Y,,,Y,OK,0.00%,1.00%
⚛️NodeOf Cosmonauts - Comdex🧑‍🚀,comdexvaloper1yyc7vmzy9w2g79gswz9cx845hh7l275cw7eg2r,0,819883241499,819883241499,10.00%,N,Y,,,Y,OK,0.00%,0.93%
Staketab,comdexvaloper1s9em43slvq8zk9xxkdfqgve9zxw4sha7hhkqa7,0,805615846347,805615846347,5.00%,N,Y,,,Y,OK,0.00%,0.92%
shutting down please re-delegate (OmniFlix Network),comdexvaloper1329mxprv0lqhdqm77urzr77gva2jmxmzd3kjek,63508120009,846965096727,783456976718,5.00%,N,N,,,N,inactive,2.81%,
StakerHouse,comdexvaloper12q4a5qvuzzn2kspe6dekkhnl77ct52dr5vpwsk,0,779178194736,779178194736,9.99%,N,Y,,,Y,OK,0.00%,0.89%
POSTHUMAN 🧬 StakeDrop,comdexvaloper1963hcznh439kspqmjj5hv5h4nk2kphvats5ujk,0,776987112694,776987112694,5.00%,N,Y,,,Y,OK,0.00%,0.89%
Cosmos Spaces,comdexvaloper1ee63nuagkj5age25jhdytj6vawt89jqqxyw7ls,0,764105532704,764105532704,10.00%,N,Y,,,Y,OK,0.00%,0.87%
🔥STAVR🔥 REStake ON✅,comdexvaloper1g6fm6xcgzrlm9d2apf3t8xvu7wrk509wxyy5rq,0,565779323272,565779323272,10.00%,N,Y,,,Y,OK,0.00%,0.64%
Cosmoverse,comdexvaloper1txq98fyl406jvgv723dljnnqh5d33gaajyfmpg,0,565374641390,565374641390,5.00%,N,Y,,,Y,OK,0.00%,0.64%
InfStones,comdexvaloper145n9js0hxfrkkufhanvwwfr3dh2m4j6cped8w6,64149292347,564773937853,500624645506,10.00%,N,N,,,N,inactive,2.84%,
chainvibes,comdexvaloper10wq46f8du234aqtlucv7h9jtrfuxmcntcg777v,0,451887210654,451887210654,10.00%,N,N,,,N,inactive,0.00%,
EZ Staking,comdexvaloper1gjtvly9lel6zskvwtvlg5vhwpu9c9waw0u289r,53505831546,496616905628,443111074082,10.00%,N,Y,,,Y,OK,2.37%,0.51%
BlueStake 🚀 | 100% insurance,comdexvaloper120g4zfrj75ezl6cmd466tk0rj9h3dkskc5tvkh,0,405752970283,405752970283,5.00%,N,Y,,,N,over_32_cap,0.00%,
StakePool,comdexvaloper1gg2a6n0whtu589294grn9cs2lf4gjp0zss3f5x,0,405362155579,405362155579,10.00%,N,Y,,,N,over_32_cap,0.00%,
KalpaTech,comdexvaloper1adpw4sj0p4ux698rt50k9cmd7g5cewvyn7u0h2,61135782360,464792728070,403656945710,10.00%,N,Y,,,N,over_32_cap,2.71%,
CryptoDungeon,comdexvaloper13x4pynlp86prhcmtns742kgsgu7pjtzjyp7j44,0,343713307913,343713307913,5.00%,N,N,,,N,inactive,0.00%,
Blockval | 0% fees | Restake,comdexvaloper148r7qtya5zywgx2809w5r3p3sz2g88g2jx289y,0,317103392396,317103392396,0.00%,N,Y,,,N,over_32_cap,0.00%,
DECOMMISSIONED,comdexvaloper16y4mtrncceq0e543cx3ylhv2m89lh98cwatsqp,0,313712829003,313712829003,10.00%,N,N,,,N,inactive,0.00%,
SHUTTING DOWN - REDELEGATE,comdexvaloper17f70yjkvmvld379904jaddx9h0f74n32pjtmp6,0,295160490722,295160490722,5.00%,N,N,,,N,inactive,0.00%,
ValidatorNode | Redelegate,comdexvaloper1xfgpvg4wjj636l2yrgmn4c2uktfg47qp02ly97,0,279045168995,279045168995,12.50%,N,Y,,,N,commission>10%,0.00%,
SmartNodes,comdexvaloper1mzxzxkzajancc63gtwt9x9zw2qfv9k9ar7ka34,0,264277456032,264277456032,5.00%,N,Y,,,N,over_32_cap,0.00%,
Crypteloid,comdexvaloper1q78ujdpkrk3453axkmxcvw7v3luxhvrj3d78nz,0,255374793674,255374793674,1.00%,N,N,,,N,inactive,0.00%,
blockscape,comdexvaloper13x77yexvf6qexfjg9czp6jhpv7vpjdww8gmu7y,0,235535514882,235535514882,2.00%,N,N,,,N,inactive,0.00%,
BridgeTower,comdexvaloper1ks4da6wzff7zdgkxydehl8ffp7k3dffc3x2q7a,77325383879,302864069430,225538685551,7.00%,N,N,,,N,inactive,3.43%,
Stakeflow,comdexvaloper16jaa0d8tth8v5ae48s4a5zqjvdp768nqft9h5r,0,165842660666,165842660666,7.00%,N,Y,,,N,over_32_cap,0.00%,
Oldcat,comdexvaloper1yyk36d3027vak2s65v8jfjwmmczy928h4he9a2,0,151905998888,151905998888,5.00%,N,Y,,,N,over_32_cap,0.00%,
Chandra Station,comdexvaloper1lxh0u07haj646pt9e0l2l4qc3d8htfx59hp5ft,0,134066021225,134066021225,10.00%,N,N,,,N,inactive,0.00%,
Tedcrypto.io 🧸 | TedLotto,comdexvaloper1zf8k0qlvr0uq4gy73ex9vhjxwlwls7kaxt9jk2,0,131354883676,131354883676,5.00%,N,Y,,,N,over_32_cap,0.00%,
Stakepile – Auto-restake enable,comdexvaloper1w54selz5rcvzz76hjpdxt2fn9qkja8fzqq6vyw,0,123962769107,123962769107,2.00%,N,N,,,N,inactive,0.00%,
PLEASE REDELEGATE - SHUTTING DOWN,comdexvaloper19qz6sgw7llrft2x05lp4swy569e5sla6gl3cuu,0,109064109838,109064109838,6.00%,N,N,,,N,inactive,0.00%,
White Whale,comdexvaloper1mp9tca6z6z0qczdy9wps5fuhxsucre0zfevavc,55621700259,156261057574,100639357315,5.00%,N,N,,,N,inactive,2.47%,
Crypto Lion 🦁 (0% fee),comdexvaloper16lhapna7nfm0j3pnwt7tn4lxtx3q7hs4p9klqz,0,84715600777,84715600777,0.00%,N,Y,,,N,over_32_cap,0.00%,
ShuttingDown,comdexvaloper109yg6yhcyy5mfyteqmcn3pjca9nu9s396ksf04,0,70976410293,70976410293,3.00%,N,N,,,N,inactive,0.00%,
UNBONDING,comdexvaloper1y7u65dheha8e64k3l2vntd8mgt99vmmcwrf54j,0,68359133758,68359133758,5.00%,N,N,,,N,inactive,0.00%,
Klub Staking - SHUTTING DOWN - Redelegate to Meria,comdexvaloper12lmnmx83p5lcndvl0zrks3fqk3wspqm0hjtzzz,60013730770,122185147529,62171416759,6.00%,N,N,,,N,inactive,2.66%,
Please Redelegate,comdexvaloper1zy7uuu6cd5fde3uunlh5l40jjf24ypd6rnltv5,53762300480,114295355340,60533054860,10.00%,N,N,,,N,inactive,2.38%,
Sentinel dVPN,comdexvaloper1ndslxsucavg3eglqe4mzge74tdx67rcnd7dawq,52768483359,112051084002,59282600643,10.00%,N,N,,,N,inactive,2.34%,
Oni ⛩️,comdexvaloper1azdfljp04ptlazs95e5gscweavmaszw539pch3,0,41777568550,41777568550,5.00%,N,N,,,N,inactive,0.00%,
Superblock,comdexvaloper17r7um5m60j7m2mru5l33h89t8jgdmdyd42ev3n,0,38507502579,38507502579,4.50%,N,N,,,N,inactive,0.00%,
SpaceBlocks,comdexvaloper1v3hezpp928n5devme4f49w2srdhe69fumy55e2,0,35641746462,35641746462,10.00%,N,N,,,N,inactive,0.00%,
sunsetting April 10,comdexvaloper1ty6jnra4er0uwm5ud9a04kc3vxk8a324mhrcrk,65335461171,98378758987,33043297816,5.00%,N,N,,,N,inactive,2.90%,
StakeWithUs,comdexvaloper1vj0ntz8qk9pxk7xt3n0ukdkt86j3epnva2ag7p,95149974858,126232824308,31082849450,10.00%,N,N,,,N,inactive,4.22%,
✅ACI69⚛️🇮🇹| 0% Fees | Airdrop,comdexvaloper18tsz2jmqs5f43mjvrf482c4eed2tyzzq2m2mxz,0,29754495379,29754495379,0.69%,N,N,,,N,inactive,0.00%,
PLEASE REDELEGATE,comdexvaloper1w4qwsg574y66x9vxdpzsy474lums0kxqnam893,0,27743889352,27743889352,10.00%,N,N,,,N,inactive,0.00%,
Great Sphinx🌄,comdexvaloper1mfkg3m4v6w74z9d7clukqslu65wl28pppjkkxp,0,23893719440,23893719440,2.00%,N,Y,,,N,over_32_cap,0.00%,
[DECOMISSIONED] AUDIT.one,comdexvaloper1jqd9gjhuk9gzgq2c25escp2zpp3y4q467nxns5,0,23838548006,23838548006,7.00%,N,N,,,N,inactive,0.00%,
testovich,comdexvaloper1jum0pjcuxhj5dh7r6alhledh2ustw9wqrrftv8,0,23418244229,23418244229,5.00%,N,Y,,,N,over_32_cap,0.00%,
SaturnV,comdexvaloper1mj02zj7r5lss6gpuhtmzmv00kwhvyg8lp5t7sh,0,22526447112,22526447112,4.00%,N,Y,,,N,over_32_cap,0.00%,
Stakin | Discontinued | Redelegate,comdexvaloper1g6zz4d7j6fvxy24nsqkjrcxqrt7hwp6p6hws7c,0,21447765700,21447765700,10.00%,N,N,,,N,inactive,0.00%,
Staky.io,comdexvaloper1pmk9tgkjcgvljytn9t2wgq2ng7dwcfkcahrtu4,0,17437511064,17437511064,10.00%,N,N,,,N,inactive,0.00%,
Everstake - DO NOT STAKE,comdexvaloper1wdxas3uaj8dy8q9nz9pa96zj92vlp09qfljydu,0,17254970131,17254970131,10.00%,N,N,,,N,inactive,0.00%,
Coinage x DAIC,comdexvaloper1zk7jdn32dejfeya3c4e3h5lyjsuhafthlrhe2f,76427742606,92198591353,15770848747,5.00%,N,Y,,,N,over_32_cap,3.39%,
GOAT V 🐐🚀,comdexvaloper1gaz5nc83kje98rn02p3qj90vxjmxfqgkh5k9ft,0,14736478816,14736478816,3.00%,N,Y,,,N,over_32_cap,0.00%,
Kintsugi Nodes,comdexvaloper1e64ezvwfy0tquprzum7e2aauxkqecnfpmcxc5t,0,9509594933,9509594933,10.00%,N,N,,,N,inactive,0.00%,
#decentralizehk - DHK dao,comdexvaloper1yr96y5720cz2a59dfarh6s3wnzannyxa4fy2u4,0,8419151707,8419151707,5.00%,N,N,,,N,inactive,0.00%,
"[Sunsetting, please redelegate] Forbole",comdexvaloper1e4wjh48ks5j5d9702d35q360ffmf3jj2xpuf3f,64469878516,72292641543,7822763027,10.00%,N,N,,,N,inactive,2.86%,
Stakefy,comdexvaloper1yuykm433ke0cs60nedeldm82ssavmx0fwsed9x,0,7327354182,7327354182,5.00%,N,Y,,,N,over_32_cap,0.00%,
PFC - Closing Down 31-Aug-24,comdexvaloper1670dvuv348eynr9lsmdrhqu3g7vpmzx97dqul9,0,7256770760,7256770760,5.00%,N,N,,,N,inactive,0.00%,
Active Nodes,comdexvaloper1wusf6f0tm986erjewgnp0qyc7ezzxmc6h05knf,0,7037080504,7037080504,10.00%,N,N,,,N,inactive,0.00%,
MetaStaking,comdexvaloper180lvsgjj28xz2t872v4lfykhrweruu8dmj6rgq,0,6790798129,6790798129,5.00%,N,Y,,,N,over_32_cap,0.00%,
🅒🅐🅡🅑🅞🅝ⓩⓔⓡⓞ🌲,comdexvaloper14yh3sqetnphupx2r4jrjctpsqqg7jqmnmzpxc4,0,6298308607,6298308607,10.00%,N,N,,,N,inactive,0.00%,
dual.systems,comdexvaloper1ykq5ahhcwrh7xy5jph6wak8qa5aaku43fg3vvs,0,5965180286,5965180286,10.00%,N,N,,,N,inactive,0.00%,
NFTVerse,comdexvaloper10zhtq96xp8wg3wl05k59549y4z9ypypevfr8su,0,5816475944,5816475944,5.00%,N,Y,,,N,over_32_cap,0.00%,
ValidatorNode_Redelegate,comdexvaloper1n826urhr95hcmjpd703geudgwdx50mqq2k2a2e,0,5787042149,5787042149,5.00%,N,N,,,N,inactive,0.00%,
Cosmic Validator,comdexvaloper18jlje9skzn0lgd209hh9h7cyyarydh0lf5hm27,0,4611591593,4611591593,10.00%,N,N,,,N,inactive,0.00%,
OG VALIDATOR,comdexvaloper1enfuxw4td3lkppqv72f8vujeudl5paseqz36z7,0,4520295484,4520295484,5.00%,N,N,,,N,inactive,0.00%,
OWALLET,comdexvaloper1tfrnfdr2hf25pyv3v7h5jy7epedcz4a57v388r,0,3789585375,3789585375,1.00%,N,Y,,,N,over_32_cap,0.00%,
airdropdao,comdexvaloper1r6pt6anjfc9wfsu06q52exc7plm3jsc0ut4gk4,0,3593552430,3593552430,1.00%,N,N,,,N,inactive,0.00%,
black lodge,comdexvaloper13uxvscgvrvxuhlm8vcxg0jnzxjqd5pd5arg3wt,0,3120448116,3120448116,1.00%,N,N,,,N,inactive,0.00%,
SHUTTING DOWN,comdexvaloper1tgh36l326fvghz39567vls43fhvmdmn0f3nfeh,0,3000010558,3000010558,5.00%,N,N,,,N,inactive,0.00%,
NFTSwitch.xyz w/ Reality Flux,comdexvaloper1ppqq3ctkf5s27daltu462xpczv5zradxk7kt9p,0,2969529039,2969529039,5.00%,N,N,,,N,inactive,0.00%,
AGBuild,comdexvaloper16h0nqajz4gwtl49xkd8av29gxnx2sewz7wt0ed,0,2897001927,2897001927,2.00%,N,N,,,N,inactive,0.00%,
Capx,comdexvaloper1dz5hxw7dnmga0j0rzgkvlcmpuy37u4jaswel66,72837177519,75241066350,2403888831,5.00%,N,N,,,N,inactive,3.23%,
PulsarNode,comdexvaloper1sgpwc584h7hgpcg875048cclmvc2qxt5ajmvjr,0,2050794900,2050794900,4.00%,N,N,,,N,inactive,0.00%,
Interstellr,comdexvaloper1sjq3sxz55eqs4jfvmgaw4p5j5xzwwdwvxasyx3,0,1302048624,1302048624,1.00%,N,Y,,,N,over_32_cap,0.00%,
Coney Daddy,comdexvaloper1v0j27qxggrx3qmdrpedplzga2r7k9ccjjul8qv,0,1044992655,1044992655,10.00%,N,N,,,N,inactive,0.00%,
Koinsortium,comdexvaloper1y8rgddpwlcmf3h2zpq9aq9qdmuvcscg0n50g4f,0,980217301,980217301,2.00%,N,N,,,N,inactive,0.00%,
AsGuard,comdexvaloper1p0wy6wdnw05h33rfeavqt3ueh7274hcllfg30z,0,965539904,965539904,5.00%,N,N,,,N,inactive,0.00%,
Astrovault,comdexvaloper17vh5uayh32pgh6649lrwlaspd4r8qv2xhevqfz,0,923565598,923565598,10.00%,N,N,,,N,inactive,0.00%,
Agaram,comdexvaloper1a7lndypxhk3ztjke5yx02k49pjdzruggc7kxhd,0,899695087,899695087,10.00%,N,N,,,N,inactive,0.00%,
QuantaTech,comdexvaloper1zfx97r5n73yfkhm09sx8mvxazc6ctdfd26rdev,0,706972483,706972483,5.00%,N,N,,,N,inactive,0.00%,
STC Capital,comdexvaloper19em3jrcrj4z909k9pp7tvkzae2cyymcxeqaflq,0,687796234,687796234,10.00%,N,N,,,N,inactive,0.00%,
(shutting down),comdexvaloper194pqz6wjwuwnrzx46yckwcu9p37hp5emym8awu,0,647360488,647360488,2.00%,N,N,,,N,inactive,0.00%,
treebranch_nodes,comdexvaloper1ncsz0scrlu2cjm4paejhfn0p8295elz3cde56s,0,573387748,573387748,5.00%,N,Y,,,N,bottom_5%_stake,0.00%,
Bi23 Labs,comdexvaloper1csyp9h4umndxxsrelcpr3ngat3vsnsujehlkaf,0,550177081,550177081,2.00%,N,N,,,N,inactive,0.00%,
ImStaked,comdexvaloper1lvn6dpz0ru0xj4ye7hhz44l4zprwzdvjzrqpe9,0,549938904,549938904,6.00%,N,N,,,N,inactive,0.00%,
Illuminati,comdexvaloper1dfsdsecpxycnf4rzt5f3h387d0aujvn3sa5m69,0,496964370,496964370,10.00%,N,N,,,N,inactive,0.00%,
CryptoPioneers DAO,comdexvaloper13m54l9f2qwv3k37475n9keq0738zzeuxeaqtf0,0,480804645,480804645,5.00%,N,N,,,N,inactive,0.00%,
Compass,comdexvaloper1zfkarkad9hn44n48mgthmlhuxemhdq8xl90j62,0,479999000,479999000,2.00%,N,N,,,N,inactive,0.00%,
Army IDs,comdexvaloper1d3udpaanu3tesn8xjsh5er6xs2fhtql42edz2k,0,479192803,479192803,10.00%,N,N,,,N,inactive,0.00%,
interchain.FM🥩,comdexvaloper1cy7akanvxrk5g4rehuhq5s8d2999qdtr5kwd9k,0,471485627,471485627,15.00%,N,N,,,N,"inactive, commission>10%",0.00%,
HEXXAGON,comdexvaloper1hgh0pgpjmvcfsyl3qg7axux0fx4q469m6y5m5j,0,399880108,399880108,5.00%,N,Y,,,N,bottom_5%_stake,0.00%,
Foundation Node 1 - Closing soon,comdexvaloper1pddgw6ped705vxn6sga3frre456k7jkny686ze,0,362243020,362243020,100.00%,N,N,,,N,"inactive, commission>10%",0.00%,
pls redelegate to other,comdexvaloper14hvm03g4dfysk8r2u0dnhrn60vdpc5ltspgegp,0,312985207,312985207,5.00%,N,N,,,N,inactive,0.00%,
PLEASE REDELEGATE ASAP,comdexvaloper1ghpmclp38hd3g8f0hw78vr9yx7fxjgu8dhdkw3,0,285349876,285349876,5.00%,N,N,,,N,inactive,0.00%,
Merak.run | reStake enabled,comdexvaloper1v5rs530z584002frflrk3fc43sf8hmjt3zkz64,0,276320510,276320510,5.00%,N,N,,,N,inactive,0.00%,
Closed,comdexvaloper1cjpzn9xwaj9n6kqwl2d3e0w9m29un8d86y0u86,0,262540000,262540000,10.00%,N,N,,,N,inactive,0.00%,
cryptonodesclub,comdexvaloper1pdml4zea5u4mugra3p8tn3ltr8rvca6sh6nt0k,0,180364553,180364553,10.00%,N,N,,,N,inactive,0.00%,
stakingcabin,comdexvaloper10s9hp4s3nd6yywj447up3axrkwt03en953ffek,0,140974174,140974174,10.00%,N,N,,,N,inactive,0.00%,
Crypteloid,comdexvaloper1m55p4c956dawa95uhzz027p4pwm3fedft6xhlp,0,133370404,133370404,1.00%,N,N,,,N,inactive,0.00%,
BlockHunters 🎯,comdexvaloper1symf474wnypes2d3mecllqk6l26rwz8mc7vgh4,0,101486814,101486814,5.00%,N,N,,,N,inactive,0.00%,
Nodine.ID,comdexvaloper1a9xznvs9qwhrd7r37hfmm3d7cavmfwzfcejpp9,0,100232722,100232722,7.50%,N,N,,,N,inactive,0.00%,
JAILED_NODE_DONT_STAKE_HERE,comdexvaloper19jx6tf0vwfsdr77s95w0cx3vu3hggrytn8dp67,0,88985836,88985836,10.00%,N,N,,,N,inactive,0.00%,
Wetez,comdexvaloper19ww8hdc288qqj03jtj2t44vh836gvkrhearklp,0,84195196,84195196,10.00%,N,N,,,N,inactive,0.00%,
Dweb.net,comdexvaloper1a3xy9kkfkglje5nls0hc7hhzm8tksjy6chnjl3,0,80159959,80159959,10.00%,N,N,,,N,inactive,0.00%,
Merkle Validator,comdexvaloper15l0l72xde4apsh7y8lr9jv53ym0r5mav0wj3t7,0,58929319,58929319,7.00%,N,N,,,N,inactive,0.00%,
kooltek68,comdexvaloper19sy3unaptymcezquuvu2h8rqpnkyumczlghadp,0,58127531,58127531,5.00%,N,N,,,N,inactive,0.00%,
iT.Node,comdexvaloper1ugjxcrxxym0fzmhuzhx9eke2t8z42js8wgpf6j,0,56684340,56684340,3.00%,N,N,,,N,inactive,0.00%,
Insight Finance,comdexvaloper1jpf9zsmysce45d3lxghvaengx73srrrsw484ah,0,51026043,51026043,0.00%,N,N,,,N,inactive,0.00%,
Node,comdexvaloper15kt5vf67ywfrzspywqs5n9q9kzty0rhj7x6e29,0,43026974,43026974,5.00%,N,N,,,N,inactive,0.00%,
Foundation Node 4,comdexvaloper1nvemdx8gxpa8hcugsy3s7uf5y8y7kazjnezenj,0,41445900,41445900,100.00%,N,N,,,N,"inactive, commission>10%",0.00%,
Dont delegate,comdexvaloper1lyf4l85xzhhejxu08af5fwlppn0s4q8mm226nd,0,40029248,40029248,1.00%,N,N,,,N,inactive,0.00%,
0% Fee | Nymbus-Node⛅,comdexvaloper17c3qpnahd2s4rcp49mp8f0d75erfptyp747zx3,0,26534304,26534304,0.00%,N,N,,,N,inactive,0.00%,
IBCgator.com | Review your project,comdexvaloper1g96rpwcd20hxuksf0la2wdsuasfnydl68km93q,0,19000000,19000000,5.00%,N,N,,,N,inactive,0.00%,
heis-en-berg,comdexvaloper1ap79w377v8pyzfn0ll38fl85tkrh230skeg3yf,0,18622632,18622632,8.00%,N,N,,,N,inactive,0.00%,
BasBlock,comdexvaloper1mt6hmgz89gw59gcqu2fk6vlml395k6fhkn8j2a,0,13684363,13684363,5.00%,N,N,,,N,inactive,0.00%,
Steady Crypto,comdexvaloper1yaq4f9ju3gfn3573zpuefjft59r3r7k226q3u3,0,12999700,12999700,5.00%,N,N,,,N,inactive,0.00%,
Foundation Node 3,comdexvaloper14h0aex2fqg5d0v0c586y225s3rz77vsxazlelm,0,11868894,11868894,100.00%,N,N,,,N,"inactive, commission>10%",0.00%,
Foundation Node 2,comdexvaloper1vh74jcnzgjc95v47x0yan2du87kkv695cd9nlj,0,10449001,10449001,100.00%,N,N,,,N,"inactive, commission>10%",0.00%,
Nodes Fortress,comdexvaloper1vgcx4na2uvdj3rgcy565grw8c4muuefqd88p5r,0,9999000,9999000,10.00%,N,N,,,N,inactive,0.00%,
BPclosed,comdexvaloper1qw39t8zrm30crj27u7r8emvagtzp967m9zu6t7,0,9640912,9640912,5.00%,N,N,,,N,inactive,0.00%,
RoomIT,comdexvaloper1psy3gmflujcvcnm7d7palh3ywjxc00dms2x2wd,0,7260262,7260262,2.00%,N,N,,,N,inactive,0.00%,
Blackhox,comdexvaloper1rwvcyz49peq0cuss8nqkdvyerf8ljzx8gz4teg,0,5003063,5003063,5.00%,N,N,,,N,inactive,0.00%,
redelegate_please,comdexvaloper1dxregxu39nn7asaljtm264sh8v5vrn8mnfczgw,0,5000387,5000387,0.00%,N,N,,,N,inactive,0.00%,
Kleomedes,comdexvaloper17m6rf9dhjx63d7ndun02g37kfgq68lyadw8c65,0,2679855,2679855,5.00%,N,N,,,N,inactive,0.00%,
iuriiz,comdexvaloper1xkk7qumfcxxygkzs5k0vv58npqaqfej2facacr,0,2009800,2009800,7.00%,N,N,,,N,inactive,0.00%,
Do not delegate,comdexvaloper15y4asg2cl0y5arngg4cqtx9atzx602pqz35wdf,0,1030584,1030584,10.00%,N,N,,,N,inactive,0.00%,
3Tekos,comdexvaloper1tkl8565u4n0tynv8eksaw4yt0lqu3ngaadq3s5,0,999900,999900,5.00%,N,N,,,N,inactive,0.00%,
Perseverance Staking,comdexvaloper1jclxpvla7t4sdyygktmuch0nrdnfthx8mv4r4x,0,999900,999900,5.00%,N,N,,,N,inactive,0.00%,
Overclock Labs,comdexvaloper17ztsy5ls00x39zygs0xcgeakcguhfnn6j44w07,0,999900,999900,5.00%,N,N,,,N,inactive,0.00%,
azstake,comdexvaloper1vdnqr3y2chlmzkts5s9xrmrrhhlh0sd2yxtt5z,0,886453,886453,7.00%,N,N,,,N,inactive,0.00%,
TND,comdexvaloper1h72zezm5x93lqwkgx6tc45gpm67raal48hkrtf,0,768009,768009,1.00%,N,N,,,N,inactive,0.00%,
